ID,Verified,Item Description,Item Type,Status,Alphabetical Sort,AutoFillVerified,AutoFillVerified1,Created,Created By,ItemDescriptionHTMLEncoded,Location,Modified,Modified By,Relationship,Title,Verification Source,Verified Alternates,VerifiedAlternatesHTMLEncoded,VerifiedHTMLEncoded,Encoded Absolute URL,Item Type1,Path,URL Path,Workflow Instance ID,Comments,File Type
460,Aberdeen House,in Vernon [2008],7;#Organizations,,Aberdeen House,,,9/13/2011,LASS\DKerr,in Vernon [2008],,6/20/2013,System Account,,Aberdeen House,VList,,,Aberdeen House,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/460_.000;#460,,,
462,Aberfeldie redevelopment project,replacement of a wood-stave pipeline and powerhouse equipment near Cranbrook; part of B.C. Hydro's Resource Smart program [2010],5;#Programs ? Initiatives,,Aberfeldie redevelopment project,,,9/13/2011,LASS\DKerr,replacement of a wood-stave pipeline and powerhouse equipment near Cranbrook; part of B.C. Hydro's Resource Smart program [2010],,6/20/2013,System Account,,Aberfeldie redevelopment project,VList,,,Aberfeldie redevelopment project,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/462_.000;#462,,,
463,Abernethy Connector,between Abernethy Way and the Lougheed Highway [2008],45;#Places:Transportation Infrastructure:Highways ? Roads,,Abernethy Connector,,,9/13/2011,LASS\DKerr,between Abernethy Way and the Lougheed Highway [2008],,6/20/2013,System Account,,Abernethy Connector,VList,,,Abernethy Connector,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/463_.000;#463,,,
464,Abgenix Biopharma Inc.,Burnaby-based biotech co. [2003],7;#Organizations,,Abgenix Biopharma Inc.,,,9/13/2011,LASS\DKerr,Burnaby-based biotech co. [2003],,6/20/2013,System Account,,Abgenix Biopharma Inc.,VList,,,Abgenix Biopharma Inc.,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/464_.000;#464,,,
465,"Abildaev, Yerlan",Ambassor of Kazakhstan to Canada [2011],1;#People,,"Abildaev, Yerlan",,,9/13/2011,LASS\DKerr,Ambassor of Kazakhstan to Canada [2011],,6/20/2013,System Account,,"Abildaev, Yerlan",People List,,,"Abildaev, Yerlan",,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/465_.000;#465,,,
467,Abitibi-Consolidated Inc.,has newsprint operations in Mackenzie area [2002],7;#Organizations,,Abitibi-Consolidated Inc.,,,9/13/2011,LASS\DKerr,has newsprint operations in Mackenzie area [2002],,6/20/2013,System Account,,Abitibi-Consolidated Inc.,VList,,,Abitibi-Consolidated Inc.,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/467_.000;#467,,,
468,"Ablett, David",speechwriter for Richard Nesbitt [2006],1;#People,,"Ablett, David",,,9/13/2011,LASS\DKerr,speechwriter for Richard Nesbitt [2006],,6/20/2013,System Account,,"Ablett, David",People List,,,"Ablett, David",,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/468_.000;#468,,,
469,ABN AMRO Bank N.V.,based in the Netherlands with branches in Canada and around the world [2006],7;#Organizations,,ABN AMRO Bank N.V.,,,9/13/2011,LASS\DKerr,based in the Netherlands with branches in Canada and around the world [2006],,6/20/2013,System Account,,ABN AMRO Bank N.V.,VList,,,ABN AMRO Bank N.V.,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/469_.000;#469,,,
470,Abolition Act,"abolished slavery in Canada, 1793; a.k.a. Upper Canada Abolition Act [2006]",50;#Works:Legislation,,Abolition Act,,,9/13/2011,LASS\DKerr,"abolished slavery in Canada, 1793; a.k.a. Upper Canada Abolition Act [2006]",,6/20/2013,System Account,,Abolition Act,VList,,,Abolition Act,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/470_.000;#470,,,
471,Aboriginal advisory committee (AAC),through Industry Training Authority [2010],7;#Organizations,,Aboriginal advisory committee (AAC),,,9/13/2011,LASS\DKerr,through Industry Training Authority [2010],,9/12/2017,LASS\MBeninger,,Aboriginal advisory committee (AAC),VList,,<div></div>,Aboriginal advisory committee (AAC),,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/471_.000;#471,,,
474,"Aboriginal Affairs and Northern Development Canada (AANDC)
",federal ministry; formerly Indian and Northern Affairs Canada (INAC),27;#Organizations:Federal ? other jurisdictions,,Aboriginal Affairs and Northern Development Canada (AANDC),,,9/13/2011,LASS\DKerr,<div>&nbsp;federal ministry; formerly Indian and Northern Affairs Canada (INAC)</div>,,6/20/2013,System Account,,Aboriginal Affairs and Northern Development Canada (AANDC),"http://www.ainc-inac.gc.ca/ai/index-eng.asp
",,,Aboriginal Affairs and Northern Development Canada (AANDC)  <div></div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/474_.000;#474,,SC,
475,Aboriginal Aquaculture Association,B.C. association [2004],28;#Organizations:First Nations organizations,,Aboriginal Aquaculture Association,,,9/13/2011,LASS\DKerr,B.C. association [2004],,6/20/2013,System Account,,Aboriginal Aquaculture Association,VList,,,Aboriginal Aquaculture Association,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/475_.000;#475,,,
476,Aboriginal aquatic resources and ocean management (AAROM),federal program to provide funding to Aboriginal groups,5;#Programs ? Initiatives,,Aboriginal aquatic resources and ocean management (AAROM),,,9/13/2011,LASS\DKerr,federal program to&nbsp;provide funding to Aboriginal groups,,9/12/2017,LASS\MBeninger,,Aboriginal aquatic resources and ocean management (AAROM),http://www.dfo-mpo.gc.ca/fm-gp/aboriginal-autochtones/aarom-pagrao/index-eng.htm,,<div></div>,Aboriginal aquatic resources and ocean management (AAROM),,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/476_.000;#476,,SC,
477,Aboriginal Awareness Week,in May [2010],13;#Events ? Awards,,Aboriginal Awareness Week,,,9/13/2011,LASS\DKerr,in May [2010],,6/20/2013,System Account,,Aboriginal Awareness Week,VList,,,Aboriginal Awareness Week,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/477_.000;#477,,,
478,Abreast in a Boat,an organization of dragon boating teams and the festival [2005ns],7;#Organizations,,Abreast in a Boat,,,9/13/2011,LASS\DKerr,an organization of dragon boating teams and the festival [2005ns],,6/20/2013,System Account,,Abreast in a Boat,VList,,,Abreast in a Boat,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/478_.000;#478,,,
479,Absconding Debtors Act,[2007],50;#Works:Legislation,,Absconding Debtors Act,,,9/13/2011,LASS\DKerr,[2007],,6/20/2013,System Account,,Absconding Debtors Act,VList,,,Absconding Debtors Act,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/479_.000;#479,,,
480,Absolut Vodka,[2010],4;#Brand Names,,Absolut Vodka,,,9/13/2011,LASS\DKerr,[2010],,6/20/2013,System Account,,Absolut Vodka,VList,,,Absolut Vodka,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/480_.000;#480,,,
481,Abt Associates,research and policy company [2006],7;#Organizations,,Abt Associates,,,9/13/2011,LASS\DKerr,research and policy company [2006],,6/20/2013,System Account,,Abt Associates,VList,,,Abt Associates,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/481_.000;#481,,,
482,Aboriginal BEST,Aboriginal business and entrepreneurship skills training [2006],5;#Programs ? Initiatives,,Aboriginal BEST,,,9/13/2011,LASS\DKerr,Aboriginal business and entrepreneurship skills training [2006],,9/12/2017,LASS\MBeninger,,Aboriginal BEST,VList,,<div></div>,Aboriginal BEST,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/482_.000;#482,,,
483,Aboriginal business and entrepreneurship skills training,a.k.a. Aboriginal BEST; through the Ministry of Aboriginal Relations and Reconciliation [2006],5;#Programs ? Initiatives,,Aboriginal business and entrepreneurship skills training,,,9/13/2011,LASS\DKerr,a.k.a. Aboriginal BEST; through the Ministry of Aboriginal Relations and Reconciliation [2006],,9/12/2017,LASS\MBeninger,,Aboriginal business and entrepreneurship skills training,VList,,<div></div>,Aboriginal business and entrepreneurship skills training,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/483_.000;#483,,,
484,Aboriginal business summit,through Tourism B.C. [2007],13;#Events ? Awards,,Aboriginal business summit,,,9/13/2011,LASS\DKerr,through Tourism B.C. [2007],,9/12/2017,LASS\MBeninger,,Aboriginal business summit,VList,,<div></div>,Aboriginal business summit,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/484_.000;#484,,,
485,Aboriginal choice school(s),throughout B.C. [2011],29;#Organizations:K-12 organizations,,Aboriginal choice school(s),,,9/13/2011,LASS\DKerr,throughout B.C. [2011],,9/12/2017,LASS\MBeninger,,Aboriginal choice school(s),VList,,<div></div>,Aboriginal choice school(s),,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/485_.000;#485,,,
486,Aboriginal Cogeneration Corp.,[2010],28;#Organizations:First Nations organizations,,Aboriginal Cogeneration Corp.,,,9/13/2011,LASS\DKerr,[2010],,6/20/2013,System Account,,Aboriginal Cogeneration Corp.,VList,,,Aboriginal Cogeneration Corp.,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/486_.000;#486,,,
487,Aboriginal Community Advisory Committee (ACAC),established to increase regional community involvement in planning activities in Vancouver [2005ns],28;#Organizations:First Nations organizations,,Aboriginal Community Advisory Committee (ACAC),,,9/13/2011,LASS\DKerr,established to increase regional community involvement in planning activities in&nbsp;Vancouver [2005ns],,1/29/2014,LASS\JApolonio,,Aboriginal Community Advisory Committee (ACAC),http://www.phabc.org/modules.php?name=Mapping&pa=printpage&pid=30,,<div></div>,Aboriginal Community Advisory Committee (ACAC),,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/487_.000;#487,,,
488,Aboriginal Community Career Employment Services Society,ACCESS; Vancouver [2005ns],28;#Organizations:First Nations organizations,,Aboriginal Community Career Employment Services Society,,,9/13/2011,LASS\DKerr,ACCESS; Vancouver [2005ns],,6/20/2013,System Account,,Aboriginal Community Career Employment Services Society,VList,,,Aboriginal Community Career Employment Services Society,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/488_.000;#488,,,
489,Aboriginal community economic development program,bachelor of arts program at SFU [2008],5;#Programs ? Initiatives,,Aboriginal community economic development program,,,9/13/2011,LASS\DKerr,bachelor of arts program at SFU [2008],,9/12/2017,LASS\MBeninger,,Aboriginal community economic development program,VList,,<div></div>,Aboriginal community economic development program,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/489_.000;#489,,,
490,Aboriginal companion handbook,Aboriginal health initiative proposd in throne speech [2003],5;#Programs ? Initiatives,,Aboriginal companion handbook,,,9/13/2011,LASS\DKerr,Aboriginal health initiative proposd in throne speech [2003],,9/12/2017,LASS\MBeninger,,Aboriginal companion handbook,VList,,<div></div>,Aboriginal companion handbook,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/490_.000;#490,,,
491,Aboriginal diabetes initiative,component of the Canadian diabetes strategy announced in the 1999 federal budget [2004],5;#Programs ? Initiatives,,Aboriginal diabetes initiative,,,9/13/2011,LASS\DKerr,component of the Canadian diabetes strategy announced in the 1999 federal budget [2004],,9/12/2017,LASS\MBeninger,,Aboriginal diabetes initiative,VList,,<div></div>,Aboriginal diabetes initiative,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/491_.000;#491,,,
492,Aboriginal early childhood development (AECD) initiative,through MCFD [2010],5;#Programs ? Initiatives,,Aboriginal early childhood development (AECD) initiative,,,9/13/2011,LASS\DKerr,through MCFD [2010],,9/12/2017,LASS\MBeninger,,Aboriginal early childhood development (AECD) initiative,VList,,<div></div>,Aboriginal early childhood development (AECD) initiative,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/492_.000;#492,,,
493,Aboriginal Education Board,made up of Aboriginal representatives and has decision-making authority in Prince George school district [2006],29;#Organizations:K-12 organizations,,Aboriginal Education Board,,,9/13/2011,LASS\DKerr,made up of Aboriginal representatives and has decision-making authority in Prince George school district [2006],,9/12/2017,LASS\MBeninger,,Aboriginal Education Board,VList,,<div></div>,Aboriginal Education Board,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/493_.000;#493,,,
494,Aboriginal education enhancement agreement,agreement with local school districts to address Aboriginal education issues [2005ns],49;#Works:Accords ? charters ? conventions ? declarations,,Aboriginal education enhancement agreement,,,9/13/2011,LASS\DKerr,agreement with local school districts to address Aboriginal education issues [2005ns],,9/12/2017,LASS\MBeninger,,Aboriginal education enhancement agreement,VList,,<div></div>,Aboriginal education enhancement agreement,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/494_.000;#494,,,
495,Aboriginal education task force,"through school district 57, Prince George [2008]",29;#Organizations:K-12 organizations,,Aboriginal education task force,,,9/13/2011,LASS\DKerr,"through school district 57, Prince George [2008]",,9/12/2017,LASS\MBeninger,,Aboriginal education task force,VList,,<div></div>,Aboriginal education task force,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/495_.000;#495,,,
496,Aboriginal Employment Centre,Kwantlen University College [2004],32;#Organizations:Post-secondary organizations,,Aboriginal Employment Centre,,,9/13/2011,LASS\DKerr,Kwantlen University College [2004],,6/20/2013,System Account,,Aboriginal Employment Centre,VList,,,Aboriginal Employment Centre,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/496_.000;#496,,,
497,Aboriginal Employment in British Columbia: Community Engagement,Ministry of Aboriginal Relations and Reconciliation; 2009 [2009 39th1st],2;#Works:Reports ? studies,,AboriginalEmployment in British Columbia: Community Engagement,,,9/13/2011,LASS\DKerr,Ministry of Aboriginal Relations and Reconciliation; 2009 [2009 39th1st],,11/12/2014,"Kellington, Treava",,Aboriginal Employment in British Columbia: Community Engagement,VList PJC,,<div></div>,<em>Aboriginal Employment in British Columbia: Community Engagement</em>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/497_.000;#497,,SC,
498,Aboriginal employment partnership initiative (AEPI),through Min. of Aboriginal Relations and Reconcilliation [2006],5;#Programs ? Initiatives,,Aboriginal employment partnership initiative (AEPI),,,9/13/2011,LASS\DKerr,through Min. of Aboriginal Relations and Reconcilliation [2006],,9/12/2017,LASS\MBeninger,,Aboriginal employment partnership initiative (AEPI),VList,,<div></div>,Aboriginal employment partnership initiative (AEPI),,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/498_.000;#498,,SC,
500,Aboriginal Enhancement Schools Network,[2011],29;#Organizations:K-12 organizations,,Aboriginal Enhancement Schools Network,,,9/13/2011,LASS\DKerr,[2011],,6/20/2013,System Account,,Aboriginal Enhancement Schools Network,VList,,,Aboriginal Enhancement Schools Network,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/500_.000;#500,,,
501,Aboriginal film and television program,arts program at Capilano College [2008],5;#Programs ? Initiatives,,Aboriginal film and television program,,,9/13/2011,LASS\DKerr,arts program at Capilano College [2008],,9/12/2017,LASS\MBeninger,,Aboriginal film and television program,VList,,<div></div>,Aboriginal film and television program,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/501_.000;#501,,,
502,Aboriginal Forest Industries Council (AFIC),established in 2002,28;#Organizations:First Nations organizations,,AboriginalForest Industries Council (AFIC),,,9/13/2011,LASS\DKerr,<p>established in 2002</p>,,2/4/2014,"Mattison, David",,Aboriginal Forest Industries Council (AFIC),http://www.afic.ca,,<div></div>,Aboriginal Forest Industries Council (AFIC),,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/502_.000;#502,,,
503,Aboriginal Head Start (AHS),"through Health Canada, early childhood development prog. [2008]",5;#Programs ? Initiatives,,Aboriginal Head Start (AHS),,,9/13/2011,LASS\DKerr,"through Health Canada, early childhood development prog. [2008]",,6/20/2013,System Account,,Aboriginal Head Start (AHS),VList,,,Aboriginal Head Start (AHS),,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/503_.000;#503,,SC,
504,Aboriginal Healing Foundation,seeks to address the legacy of abuse from the residential school system [2006],28;#Organizations:First Nations organizations,,Aboriginal Healing Foundation,,,9/13/2011,LASS\DKerr,seeks to address the legacy of abuse from the residential school system [2006],,6/20/2013,System Account,,Aboriginal Healing Foundation,VList,,,Aboriginal Healing Foundation,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/504_.000;#504,,,
505,Aboriginal Health Advisory Council,defunct; became Aboriginal Health Council of B.C. and then Aboriginal Health Association of B.C. [2002],28;#Organizations:First Nations organizations,,Aboriginal Health Advisory Council,,,9/13/2011,LASS\DKerr,defunct; became Aboriginal Health Council of B.C. and then Aboriginal Health Association of B.C. [2002],,6/20/2013,System Account,,Aboriginal Health Advisory Council,VList,,,Aboriginal Health Advisory Council,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/505_.000;#505,,,
506,Aboriginal Health Association of B.C. (AHABC),registered name is AHC Aboriginal Health Association of B.C.; formerly Aboriginal Health Council of B.C. [2002],28;#Organizations:First Nations organizations,,AboriginalHealth Association of B.C. (AHABC),,,9/13/2011,LASS\DKerr,registered name is AHC Aboriginal Health Association of B.C.; formerly Aboriginal Health Council of B.C. [2002],,2/6/2014,"Mattison, David",,Aboriginal Health Association of B.C. (AHABC),VList,,<div></div>,Aboriginal Health Association of B.C. (AHABC),,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/506_.000;#506,,,
507,Aboriginal Health Council of B.C.,defunct; now Aboriginal Health Association of B.C. [2002],28;#Organizations:First Nations organizations,,Aboriginal Health Council of B.C.,,,9/13/2011,LASS\DKerr,defunct; now Aboriginal Health Association of B.C. [2002],,6/20/2013,System Account,,Aboriginal Health Council of B.C.,VList,,,Aboriginal Health Council of B.C.,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/507_.000;#507,,,
508,Aboriginal health councils,there are six regional regional Aboriginal health councils under the direction of the Aboriginal Health Association of B.C. [2002],28;#Organizations:First Nations organizations,,Aboriginal health councils,,,9/13/2011,LASS\DKerr,there are six regional regional Aboriginal health councils under the direction of the Aboriginal Health Association of B.C. [2002],,9/12/2017,LASS\MBeninger,,Aboriginal health councils,VList,,<div></div>,Aboriginal health councils,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/508_.000;#508,,,
509,Aboriginal homeless outreach program (AHOP),through B.C. Housing [2011],5;#Programs ? Initiatives,,Aboriginal homeless outreach program (AHOP),,,9/13/2011,LASS\DKerr,through B.C. Housing [2011],,9/12/2017,LASS\MBeninger,,Aboriginal homeless outreach program (AHOP),VList,,<div></div>,Aboriginal homeless outreach program (AHOP),,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/509_.000;#509,,,
